ID_GPS,ISO,Country,Partyname,Partyabb,CPARTY,CPARTYABB,Region,Experts,Min_Experts,TYPES,Type_Values,Type_Populism,Type_Populist_Values,Type_Partysize_vote,Type_Partysize_seat,CORE_GPS_ITEMS,V1,V2,V3,V4_Scale,V4_Bin,V4_Ord,V5,V6_Scale,V6_Bin,V6_Ord,V7,V8_Scale,V8_Bin,V8_Ord,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,METAEXPERT,YoB,Gender,Born,Citizen,Partysupport,Ideology,Difficulty,LocationLatitude,LocationLongitude,Language,METAPARTY,Elec_code,Elec_year,PartyPerVote,PartyPerSeats,ENEP,ENPP,LSQINDEX,CHES_lrecon,CHES_lrecon_salience,CHES_galtan,CHES_galtan_salience,CHES_immigrate_policy,CHES_ethnic_minorities,CHES_people_vs_elite,CHES_experts,CHES_vote,CHES_seat,CHES_electionyear,CHES_family,CHES_govt,PG_family,PG_left_right,PG_state_market,PG_liberty_authority,PG_eu_anti_pro,Popu_List,WVS_LR_PartyVoter,WVS_LibCon_PartyVoter,WVS_Polmistrust_PartyVoter,WVS_LR_MedianVoter,WVS_LibCon_MedianVoter,LRdistancemedianvoter,LCdistancemedianvoter,LRdistanceownvoters,LCdistanceownvoters,PARTYIDCODES,ID_ParlGov,ID_PartyFacts,ID_CHES,ID_ESS,ID_CMP,ID_castles_mair,ID_huber_inglehart,ID_ray,ID_benoit_laver,ID_EES,ID_WVS,METACOUNTRY,CountryName,ID_Cow,ID_VDem,Region_9,Region_10,Region_19,OECD,polity,polity2,FH_Regime,FH_PoliticalRights,FH_CivilLiberties,Area,Pop1990,Pop2000,Pop2018,GDP,Longevity,Corruption,Electoral_Integrity,VDem_regime,v2x_polyarchy,v2x_libdem,v2xel_frefair,v2elfrfair,v2elfrfair_osp,v2elfrfair_ord,v2elloelsy,v2elparlel,v2elncbpr,Turnout,v2eltrnout,v2elvaptrn,v2psbars,v2psbars_osp,v2psbars_ord,v2psorgs,v2psorgs_osp,v2psorgs_ord,v2psprbrch,v2psprbrch_osp,v2psprbrch_ord,v2psprlnks,v2psprlnks_osp,v2psprlnks_ord,v2psplats,v2psplats_osp,v2psplats_ord,v2xnp_client,v2xps_party
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.94047619,78.515625, , , , , , , , , , , , , , , , , ,368054, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.333333333,89.0625, , , , , , , , , , , , , , , , , ,368055, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.5,90.625, , , , , , , , , , , , , , , , , ,368056, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,87.5, , , , , , , , , , , , , , , , , ,368059, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.833333333,89.58333333, , , , , , , , , , , , , , , , , ,368060, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.733333333,67.5, , , , , , , , , , , , , , , , , ,368061, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.777777778,64.0625, , , , , , , , , , , , , , , , , ,368062, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.333333333,65.625, , , , , , , , , , , , , , , , , ,368063, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.833333333,87.20238095, , , , , , , , , , , , , , , , , ,368064, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.147058824,87.5, , , , , , , , , , , , , , , , , ,368065, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.833333333,86.93181818, , , , , , , , , , , , , , , , , ,368066, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.041666667,85.83333333, , , , , , , , , , , , , , , , , ,368067, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.333333333,86.97916667, , , , , , , , , , , , , , , , , ,368068, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.777777778,68.75, , , , , , , , , , , , , , , , , ,368069, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.666666667,77.08333333, , , , , , , , , , , , , , , , , ,368070, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.333333333, , , , , , , , , , , , , , , , , , ,368073, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,75, , , , , , , , , , , , , , , , , ,368076, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,87.5, , , , , , , , , , , , , , , , , ,368077, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.222222222,87.5, , , , , , , , , , , , , , , , , ,368080, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
470,ISR,Israel,Likud,L,ISR_ Likud,ISR_ L,3,16,1, ,4,4,4,3,3, ,9.5,8.416666667,7.111111111,8.181818182,1,4,5.625,7.666666667,1,4,4.5,9.076923077,1,4,9.307692308,8.2,7.375,6,2.384615385,3.75,8.769230769,7.090909091,6.666666667,2.909090909,5.272727273,3.125,9.25, ,1955.538462,0.846153846,0.538461538,1, ,3.846153846,7.461538462,28.36549932,14.13601546,EN, ,ISR_17032015_L1,2015,23.4,25,7.770611547,6.937988261,1.61245155, , , , , , , , , , , , , ,Conservative,6.6788,7.4912,6, ,0,3.153846154,5.698060942, ,5.09,5.4894,3.091818182,2.177266667,5.027972028,1.968605725, ,678,1036, ,IL-7-2,72622, , , ,6488, ,376001, ,Israel,666,169,7,3,10,1,6,6,2,1,2,28159.601,4660000,6289000,8883800,33609.02306,82.4,61,73.76746368,3,0.698,0.568,0.86, , , , , , ,72, , ,0.941,3.334,4,2.47,3.688,4,2.254,3.385,3,1.867,3.53,4,1.838,3.647,4,0.181,0.865
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.024630542,4.396039604, , , , , , , , , , , , , , , , , , ,376002, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
472,ISR,Israel,Shas,Shas,ISR_ Shas,ISR_ Shas,3,16,1, ,2,4,4,2,2, ,9.1875,9.090909091,4.222222222,2.9,0,2,7.555555556,9.083333333,1,4,6.833333333,7.6,1,4,6.909090909,9.333333333,2.25,7.666666667,2.727272727,9,8.538461538,7.846153846,8.538461538,6.857142857,7.444444444,3.714285714,8.9, ,1955.538462,0.846153846,0.538461538,1, ,3.846153846,7.461538462,28.36549932,14.13601546,EN, ,ISR_17032015_L1,2015,5.7,5.8,7.770611547,6.937988261,1.61245155, , , , , , , , , , , , , ,Conservative,7.0417,2.1637,9.6842, ,0,3,7.958333333, ,5.09,5.4894,-2.19,3.593933333,-0.1,1.125, ,788,455, ,IL-4-4,72533, , , ,6555, ,376003, ,Israel,666,169,7,3,10,1,6,6,2,1,2,28159.601,4660000,6289000,8883800,33609.02306,82.4,61,73.76746368,3,0.698,0.568,0.86, , , , , , ,72, , ,0.941,3.334,4,2.47,3.688,4,2.254,3.385,3,1.867,3.53,4,1.838,3.647,4,0.181,0.865
471,ISR,Israel,Meretz,Meretz,ISR_ Meretz,ISR_ Meretz,3,16,1, ,1,1,1,2,2, ,9.5,8.333333333,2.090909091,1.846153846,0,1,8,0.384615385,0,1,9.307692308,1.545454545,0,1,2.1,0.8,1.583333333,0.923076923,8.076923077,0.230769231,0.230769231,1.769230769,1.461538462,4.666666667,4,7.857142857,0.615384615, ,1955.538462,0.846153846,0.538461538,1, ,3.846153846,7.461538462,28.36549932,14.13601546,EN, ,ISR_17032015_L1,2015,3.9,4.2,7.770611547,6.937988261,1.61245155, , , , , , , , , , , , , ,Social democracy,1.7786,3.2632,0.6667, ,0,7.935064935,3.842592593, ,5.09,5.4894,-3.243846154,-5.104784615,-6.088911089,-3.457977208, ,1419,3131, ,IL-1-4,72326, , , ,6505, ,376004, ,Israel,666,169,7,3,10,1,6,6,2,1,2,28159.601,4660000,6289000,8883800,33609.02306,82.4,61,73.76746368,3,0.698,0.568,0.86, , , , , , ,72, , ,0.941,3.334,4,2.47,3.688,4,2.254,3.385,3,1.867,3.53,4,1.838,3.647,4,0.181,0.865
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.107142857,7.419753086, , , , , , , , , , , , , , , , , , ,376005, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.28,8.154761905, , , , , , , , , , , , , , , , , , ,376006, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.714285714,5.206349206, , , , , , , , , , , , , , , , , , ,376007, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.633333333,3.4375, , , , , , , , , , , , , , , , , , ,376008, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.666666667,4.361111111, , , , , , , , , , , , , , , , , , ,376009, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,3.333333333, , , , , , , , , , , , , , , , , , ,376010, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.6,3.2, , , , , , , , , , , , , , , , , , ,376011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.142857143,4.722222222, , , , , , , , , , , , , , , , , , ,376012, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.017857143,8.470238095, , , , , , , , , , , , , , , , , , ,376013, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.5,10, , , , , , , , , , , , , , , , , , ,376014, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.947368421,7.526315789, , , , , , , , , , , , , , , , , , ,376015, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.5,4.833333333, , , , , , , , , , , , , , , , , , ,376016, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.98383523,2.831461766,72.45675055, , , , , , , , , , , , , , , , , ,380011, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.54551685,4.155917552,71.78071902, , , , , , , , , , , , , , , , , ,380016, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.844957388,5.39244236,75.7701111, , , , , , , , , , , , , , , , , ,380041, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
481,ITA,Italy,Free and Equal,LeU,ITA_ Free and Equal,ITA_ LeU,5,42,1, ,1,2,1,2,1, ,7.923076923,7.068965517,4,2.135135135,0,1,7.928571429,1.472222222,0,1,7.235294118,2.935483871,0,2,2.793103448,1.777777778,2.088235294,2.085714286,7.034482759,1.388888889,1.545454545,1.833333333,2.434782609,4.5,4,3.35,1.866666667, ,1968.971429,0.972972973,0.916666667,0.972222222,3.5,3.888888889,8.594594595,40.90360376,11.55256722,EN, ,ITA_04032018_L1,2018,3.5,2.2,3.337349277,2.90486565,10.55840897, , , , , , , , , , , , , , , , , , ,0,3.060552514,3.670252787,70.29824373,5.51,5.6761,-3.374864865,-4.203877778,-0.925417379,-2.198030565, , , , , , , , , , , ,380042, ,Italy,325,82,6,5,3,1,10,10,2,1,1,300242.621,56719240,56942108,60431283,35828.48628,82.6,52,67.54464722,3,0.873,0.783,0.938,2.252,3.905,4,2, ,2,69.35,72.93,65.18,2.35,3.919,4,2.382,3.655,4,1.799,3.074,3,1.189,3.076,3,2.711,3.924,4,0.27,0.878
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.427770367,4.032602702,63.20666938, , , , , , , , , , , , , , , , , ,380043, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
477,ITA,Italy,"Centre-Left Coalition (Democratic Party, More Europe,Together, Popular Civic, SVP-PATT)",CCS,ITA_  Center-Left Coalition,ITA_ CCS,5,42,1, ,1,1,1,3,3, ,8.976744186,3.928571429,3.35483871,3.571428571,0,2,7.8125,2.054054054,0,1,6.705882353,2.448275862,0,1,3.172413793,2.766666667,3.666666667,2.735294118,8.264705882,1.756756757,2.314285714,1.647058824,3.75,5.6875,5.476190476,3,1.814814815, ,1968.971429,0.972972973,0.916666667,0.972222222,3.5,3.888888889,8.594594595,40.90360376,11.55256722,EN, ,ITA_04032018_L1,2018,23.5,19.4,3.337349277,2.90486565,10.55840897,3.785714388,7.199999809,2.571428537,7.857142925,3.666666746,3.222222328,2.75,15,25.39999962,47.29999924,2013,5,1, , , , , ,0,4.053572634,4.723641914,69.68922508,5.51,5.6761,-1.938571429,-3.622045946,-0.482144063,-2.66958786, , , ,837,BE-1-3, , , , , , ,380044, ,Italy,325,82,6,5,3,1,10,10,2,1,1,300242.621,56719240,56942108,60431283,35828.48628,82.6,52,67.54464722,3,0.873,0.783,0.938,2.252,3.905,4,2, ,2,69.35,72.93,65.18,2.35,3.919,4,2.382,3.655,4,1.799,3.074,3,1.189,3.076,3,2.711,3.924,4,0.27,0.878
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.473116945,2.128263189,68.80644149, , , , , , , , , , , , , , , , , ,380045, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7, ,68.75, , , , , , , , , , , , , , , , , ,380046, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.360944891,4.728450989,68.60708286, , , , , , , , , , , , , , , , , ,380047, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
480,ITA,Italy,Five Star Movement,M5S,ITA_ Five Star Movement,ITA_ M5S,5,42,1, ,1,4,3,3,3, ,8.372093023,4.5625,6.571428571,3.695652174,0,2,5.857142857,3.235294118,0,2,3.954545455,8.888888889,1,4,9,7.695652174,4.041666667,2.212121212,3.166666667,2.857142857,5.285714286,5.958333333,4.476190476,0.694444444,0.75,8.972222222,5.769230769, ,1968.971429,0.972972973,0.916666667,0.972222222,3.5,3.888888889,8.594594595,40.90360376,11.55256722,EN, ,ITA_04032018_L1,2018,32.6,35.9,3.337349277,2.90486565,10.55840897,3.928571463,4.599999905,4.928571224,3.230769157,6.428571224,5.5,9.75,15,25.60000038,17.5,2013,9,0, , , , , ,1,5.693045039,4.832103333,74.18215877,5.51,5.6761,-1.814347826,-2.440805882,-1.997392865,-1.596809216, , ,2046,845,IT-6-4,32956, , , , , ,380048, ,Italy,325,82,6,5,3,1,10,10,2,1,1,300242.621,56719240,56942108,60431283,35828.48628,82.6,52,67.54464722,3,0.873,0.783,0.938,2.252,3.905,4,2, ,2,69.35,72.93,65.18,2.35,3.919,4,2.382,3.655,4,1.799,3.074,3,1.189,3.076,3,2.711,3.924,4,0.27,0.878
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.901902814,7.261168955,65.36989413, , , , , , , , , , , , , , , , , ,380049, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.663189507,5.868243851,71.24965525, , , , , , , , , , , , , , , , , ,380050, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.554602608,6.184097564,73.16249414, , , , , , , , , , , , , , , , , ,380051, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
479,ITA,Italy,"Centre-Right Coalition (Lega Nord, Forza Italia, Brothers of Italy, Us with Italy)",CD,"ITA_ Centre-Right Coalition (Lega Nord, Forza Italia, Brothers of Italy, Us with Italy)",ITA_ CD,5,42,1, ,4,4,4,3,3, ,8.4,6.034482759,7.111111111,7.730769231,1,4,7.733333333,8.514285714,1,4,8.096774194,8.823529412,1,4,8.96969697,9.485714286,8.681818182,8.172413793,1.852941176,7.375,9.03125,7.678571429,7.80952381,2.242424242,4.464285714,5.636363636,8.4, ,1968.971429,0.972972973,0.916666667,0.972222222,3.5,3.888888889,8.594594595,40.90360376,11.55256722,EN, ,ITA_04032018_L1,2018,37,42.1,3.337349277,2.90486565,10.55840897,6.785714149,6.599999905,9,7.571428776,9.866666794,6.666666508,7.833333492,15,4.099999905,2.900000095,2013,8,0, , , , , ,1,7.613098484,4.95641835,73.37056477,5.51,5.6761,2.220769231,2.838185714,0.117670746,3.557867364, , ,1519,811, , , , , , , ,380052, ,Italy,325,82,6,5,3,1,10,10,2,1,1,300242.621,56719240,56942108,60431283,35828.48628,82.6,52,67.54464722,3,0.873,0.783,0.938,2.252,3.905,4,2, ,2,69.35,72.93,65.18,2.35,3.919,4,2.382,3.655,4,1.799,3.074,3,1.189,3.076,3,2.711,3.924,4,0.27,0.878
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.712534927,4.824666343,70.7870323, , , , , , , , , , , , , , , , , ,380053, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9.264309586,2.357113819,88.05916644, , , , , , , , , , , , , , , , , ,380054, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.817247486,6.094186435,64.45886928, , , , , , , , , , , , , , , , , ,380055, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
495,JPN,Japan,Liberal Democratic Party,LDP,JPN_ Liberal Democratic Party,JPN_ LDP,6,15,1, ,4,3,4,3,3, ,8.307692308,8,5.363636364,5.571428571,1,3,8.933333333,8.266666667,1,4,6.636363636,5.111111111,1,3,5.363636364,7.272727273,3.857142857,4.857142857,3.9,5.7,6.2,5.909090909,7.416666667,6.875,8.083333333,4.8,6.8, ,1961.285714,0.785714286,0.785714286,0.857142857,8,5.230769231,7.357142857,35.63657506,117.6599948,EN, ,JPN_22102017_L1,2017,33.3,61.1,4.83928727,2.475118868,21.96781737, , , , , , , , , , , , , ,Conservative,8.0252,4.8094,7.7747, ,0,6.756446991,6.724780702,62.59398496,5.75,6.2955,-0.178571429,1.971166667,-1.18501842,1.541885965, ,1193,1746, , ,71620, ,2205, ,8424, ,392001, ,Japan,740,9,3,6,12,1,10,10,2,1,1,371862.3,123537000,126843000,126529100,39293.69158,84.2,73,67.55867767,3,0.808,0.727,0.926, , , , , , ,53.7, , ,1.999,3.844,4,2.291,3.604,4,1.738,3.029,3,1.092,2.999,3,2.377,3.853,4,0.177,0.887
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.178100264,5.689345315,67.18462247, , , , , , , , , , , , , , , , , ,392002, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
