country,countryname,oecdmember,edate,date,party,partyname,partyabbrev,parfam,candidatename,coderid,manual,coderyear,testresult,testeditsim,pervote,voteest,presvote,absseat,totseats,progtype,datasetorigin,corpusversion,total,peruncod,per101,per102,per103_1,per103_2,per104,per105,per106,per107,per108,per109,per110,per201_1,per201_2,per202_1,per202_2,per202_3,per202_4,per203,per204,per301,per302,per303,per304,per305_1,per305_2,per305_3,per305_4,per305_5,per305_6,per401,per402,per403,per404,per405,per406,per407,per408,per409,per410,per411,per412,per413,per414,per415,per416_1,per416_2,per501,per502,per503,per504,per505,per506,per507,per601_1,per601_2,per602_1,per602_2,per603,per604,per605_1,per605_2,per606_1,per606_2,per607_1,per607_2,per607_3,per608_1,per608_2,per608_3,per701,per702,per703_1,per703_2,per704,per705,per706,rile,planeco,markeco,welfare,intpeace,datasetversion,id_perm
180,"Brazil",0,15/11/1989,198911,180250,"Democratic Labour Party","PDT",20,"Leonel de Moura Brizola",998,998,,,,,,16.5145169509974,,,99,931,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2022a","K3I1U3"
180,"Brazil",0,15/11/1989,198911,180309,"Party of Brazilian Social Democracy","PSDB",50,"Mário Covas Júnior",329,5,2018,.788,.621,,,4.739972,,,9,931,"2022-1",201,0,0,0,0,3.483,0,0,0,2.488,.498,0,0,0,0,8.955,0,0,0,0,1.99,.498,0,2.488,4.478,6.965,16.418,.498,0,0,0,3.483,1.99,0,.498,0,0,4.478,0,0,2.985,4.478,0,0,6.965,0,0,0,1.99,0,3.98,0,0,4.478,0,10.945,0,0,0,.498,0,0,0,.995,0,0,0,0,0,0,0,.498,0,2.985,0,0,0,0,32.836,.498,10.448,3.98,0,"2022a","H9W5AV"
180,"Brazil",0,15/11/1989,198911,180410,"New Brazil Movement","",40,"Fernando Affonso Collor de Mello",329,5,2018,.788,.621,,,30.4791,,,9,931,"2022-1",587,.511,0,0,0,0,.17,0,0,.681,.511,0,0,.852,.511,4.259,0,0,.17,.852,.17,2.896,0,3.918,3.748,.341,4.94,.17,0,0,0,4.600000000000001,.341,1.193,.17,1.022,0,2.726,.511,.17,2.726,11.925,.341,.17,5.281,0,0,2.385,2.215,2.385,4.600000000000001,6.985,.681,5.281,0,4.429,0,0,.17,.511,0,3.578,.17,2.385,.681,0,0,.681,0,0,0,3.066,0,2.726,0,0,0,1.193,10.733,1.704,9.881,11.584,0,"2022a","R4TV55"
180,"Brazil",0,15/11/1989,198911,180610,"Democratic Social Party","PDS",60,"Paulo Salim Maluf",998,998,,,,,,8.853300643924729,,,99,931,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2022a","TJI1KQ"
180,"Brazil",0,03/10/1994,199410,180230,"A democratic revolution in Brazil","",20,"Luiz Inácio Lula da Silva",328,5,2017,.756,.598,,,27.0378587195195,,,8,920,"2022-1",3677,0,.299,0,.408,1.088,.5710000000000001,.326,.082,.789,.544,.027,0,0,.5710000000000001,10.606,0,.272,.299,.68,0,2.366,.245,4.351,.897,1.904,.462,.462,0,.897,0,.027,1.414,1.414,.163,.245,.435,.054,2.801,.87,.653,9.274000000000001,.299,.49,.027,2.094,.027,3.182,8.023,5.385,2.448,10.362,.027,6.119,0,.027,0,0,0,0,0,1.414,0,.761,.272,.218,0,.761,0,0,0,3.563,0,2.72,0,.054,1.904,4.324,-27.142,1.877,.054,12.809,.408,"2022a","HL4F7X"
180,"Brazil",0,03/10/1994,199410,180310,"Let’s work Brazil","",60,"Fernando Henrique Cardoso",328,5,2017,.756,.598,,,54.2803869164253,,,8,920,"2022-1",2705,0,.037,0,.037,0,.296,0,.037,1.627,1.331,0,0,.074,.185,2.957,.037,.222,.037,.259,.222,3.401,0,5.619,1.072,1.146,3.031,0,0,0,0,5.582,1.774,1.442,.591,.148,.739,2.736,.259,.222,.8130000000000001,13.604,.111,0,6.100000000000001,0,0,2.44,.296,3.549,4.917,5.989,1.368,6.137,.259,.296,0,.222,0,0,0,3.179,.074,1.442,.7020000000000001,.111,0,.665,0,0,0,3.401,.037,5.619,0,0,1.553,1.996,4.843,2.144,11.682,10.906,.037,"2022a","Y4XYZX"
180,"Brazil",0,03/10/1994,199410,180710,"Party of the Reconstruction of the National Order","PRONA",70,"Enéas Carneiro",328,5,2017,.756,.598,,,7.37919966506793,,,8,920,"2022-1",1950,0,.051,0,4,1.231,.769,0,0,.103,.154,0,0,0,0,6.308,0,0,0,.205,0,.103,.41,3.026,1.897,2.359,.513,2.41,0,.103,0,.8210000000000001,.513,.923,.513,0,.359,.769,4.769,0,2.41,9.744,1.538,1.385,.8210000000000001,0,.051,6.615,3.487,.41,.462,14.051,.051,12.103,0,2.923,0,0,0,2.923,0,1.487,0,.205,0,0,0,.051,0,0,0,1.692,.308,4.154,.103,0,0,.718,-27.333,2.974,1.641,14.513,0,"2022a","TMJFGU"
180,"Brazil",0,04/10/1998,199810,180230,"Union of the People - Change Brazil","",20,"Luiz Inácio Lula da Silva",329,5,2016,.855,.598,,,31.7107872977176,,,8,920,"2022-1",211,0,0,0,0,.9480000000000001,0,0,.474,.9480000000000001,.474,1.422,0,.474,1.422,5.213,0,0,0,0,0,1.422,0,.474,2.844,7.109,0,0,0,.474,0,0,2.844,.9480000000000001,1.422,.9480000000000001,2.37,0,.474,3.791,3.318,1.422,0,.9480000000000001,0,0,0,.9480000000000001,2.37,3.318,7.583,9.479000000000001,0,5.687,0,2.844,0,0,0,0,0,3.318,.474,0,0,.474,0,.474,0,0,0,9.952999999999999,0,9.479000000000001,0,0,.474,.9480000000000001,-19.905,2.37,0,17.062,.474,"2022a","ZH5PTZ"
180,"Brazil",0,04/10/1998,199810,180232,"Socialist People's Party","PPS",20,"Ciro Gomes",329,5,2016,.855,.598,,,10.9656831059408,,,8,920,"2022-1",313,0,0,0,0,0,0,0,0,0,0,.319,0,.319,0,2.556,0,.319,.319,.319,2.556,4.792,0,5.112,2.875,4.473,2.875,.639,0,0,0,2.236,0,7.029,1.278,0,0,0,.9580000000000001,.9580000000000001,3.834,4.473,3.514,0,2.556,0,0,.9580000000000001,0,3.195,5.112,9.904,0,5.431,0,0,0,0,0,0,0,4.153,0,.639,.319,0,0,0,0,0,0,4.153,0,10.863,0,.319,.319,.319,-15.974,11.821,4.792,15.016,0,"2022a","UP4GSY"
180,"Brazil",0,04/10/1998,199810,180310,"Go ahead Brazil","",60,"Fernando Henrique Cardoso",329,5,2016,.855,.598,,,53.0649773210445,,,8,920,"2022-1",4138,1.088,.097,0,.024,.024,.387,.024,.097,1.063,.725,.024,0,.024,1.522,7.757000000000001,0,.169,.169,.145,0,3.649,.121,4.519,.242,1.716,1.498,0,0,0,0,1.861,3.021,.387,.411,0,.725,.242,2.32,1.281,1.788,11.382,.193,0,2.707,0,0,1.716,.846,2.562,2.707,15.539,.628,5.341,.048,.121,0,.048,0,0,0,1.595,0,1.837,.072,.556,0,.58,0,0,0,3.77,0,6.646,.024,.024,.967,2.972,-18.318,.991,4.567,18.246,.121,"2022a","NDUGIS"
180,"Brazil",0,06/10/2002,200210,180230,"Coalition Lula for President","",20,"Luiz Inácio Lula da Silva",318,5,2016,.875,.705,,,46.4439768789943,,,8,920,"2022-1",1289,.155,.078,0,.078,1.707,.853,0,.233,.621,1.086,.388,0,.233,.465,3.957,0,0,.078,1.241,.078,3.491,.233,5.353,1.552,.155,0,.155,0,0,0,.543,.543,3.801,2.25,1.009,.078,.543,2.25,0,14.43,7.06,.388,1.707,2.56,0,0,4.888,1.319,.931,9.542,9.93,0,3.646,0,.465,0,.078,0,0,0,1.552,0,1.629,0,.233,0,0,0,0,0,4.422,0,1.552,0,.155,0,.31,-21.955,6.439,3.103,19.472,.233,"2022a","RFHRAP"
180,"Brazil",0,06/10/2002,200210,180240,"Hope for Brasil Coalition","",20,"Anthony Gartinho",318,5,2016,.875,.705,,,17.868950777817,,,8,920,"2022-1",4605,3.388,0,0,2.302,2.172,2.41,.586,.63,1.412,.543,1.694,.022,.043,.369,3.583,0,.022,.043,.499,.239,1.607,.261,3.8,1.173,1.042,1.346,0,0,0,0,.13,1.042,1.064,1.194,.239,.326,.5650000000000001,2.649,.651,7.427,11.162,.369,.282,1.781,.174,.326,4.539,2.519,4.126,6.189,3.735,0,7.275,0,1.346,0,1.042,0,.022,0,2.888,.304,.63,.369,.282,0,0,0,0,0,2.02,0,3.757,0,0,.065,.326,-12.53,2.628,1.911,9.923999999999999,1.216,"2022a","V4VMZA"
180,"Brazil",0,06/10/2002,200210,180310,"Coalition Big Alliance","",60,"José Serra",318,5,2016,.875,.705,,,23.1957557160292,,,8,920,"2022-1",1397,.644,0,0,.429,.072,1.933,0,.859,1.79,.501,.429,0,.072,1.002,4.152,0,.072,0,.644,.286,.931,.429,2.434,1.002,.143,2.076,0,0,0,0,.215,1.575,.644,.501,.072,0,1.432,.787,.072,10.594,12.097,.215,.072,2.72,0,0,1.79,1.861,2.935,4.939,12.956,.072,4.223,0,1.79,0,0,0,.072,.072,4.51,0,1.074,0,.286,.072,.5730000000000001,0,0,0,3.865,.143,5.941,0,0,.429,1.503,-10.523,1.36,2.935,17.895,.859,"2022a","NBPA3X"
180,"Brazil",0,06/10/2002,200210,180320,"Labour Front Coalition","",30,"Ciro Gomes",318,5,2016,.875,.705,,,11.9723701441637,,,8,920,"2022-1",647,1.7,0,0,1.391,2.782,2.009,.464,.155,5.719,.773,0,.309,.155,.464,4.482,0,.155,.464,.464,1.236,2.164,.773,3.091,2.473,.155,0,0,0,0,0,2.009,2.937,4.173,.309,0,3.091,.618,3.709,0,8.964,6.491000000000001,.927,.464,1.7,0,0,.155,1.391,1.082,9.891999999999999,5.719,.155,4.482,0,.464,0,0,.464,0,0,3.091,.155,1.236,.309,.309,0,0,0,0,0,1.7,0,2.164,0,.464,0,0,-20.711,5.41,3.709,15.611,.618,"2022a","DB4IJF"
180,"Brazil",0,01/10/2006,200610,180230,"Coalition the People's Power","",20,"Luiz Inácio Lula da Silva",318,5,2014,.875,.705,,,46.61,,,8,901,"2022-1",563,1.244,0,0,1.599,.71,1.066,0,.533,1.954,.888,.178,0,0,2.842,8.170999999999999,0,0,.71,0,0,3.552,.71,3.197,3.73,.71,1.954,.178,0,0,.178,0,1.776,2.309,1.066,.178,.533,.355,1.066,0,3.02,8.348000000000001,.533,.178,2.131,0,0,3.73,3.02,2.664,6.75,8.348000000000001,0,5.684,0,.355,0,0,0,.178,.355,4.085,.355,0,.178,2.309,0,.355,0,0,0,2.664,0,1.954,0,0,.355,1.066,-19.005,3.908,2.131,15.098,.533,"2022a","1FE2L9"
180,"Brazil",0,01/10/2006,200610,180231,"Left Front","",20,"Heliosa Helena",318,5,2014,.875,.705,,,6.85,,,8,901,"2022-1",133,0,0,0,3.008,9.023,0,.752,0,0,0,0,.752,0,0,6.767,0,0,3.008,.752,0,0,0,.752,12.03,1.504,2.256,0,0,0,0,0,0,9.774000000000001,0,0,0,0,1.504,.752,.752,0,3.759,3.759,0,1.504,0,0,1.504,0,13.534,3.759,0,1.504,0,0,0,0,0,0,0,0,0,0,2.256,0,0,0,0,0,0,12.782,0,2.256,0,0,0,0,-51.128,13.534,0,17.293,.752,"2022a","O71A4F"
180,"Brazil",0,01/10/2006,200610,180310,"Coalition for a decent Brazil","",60,"Geraldo Alckmin",318,5,2014,.875,.705,,,41.64,,,8,901,"2022-1",1630,1.902,0,0,.061,0,1.166,.123,.061,1.166,.245,.061,0,.123,.368,2.331,0,0,0,.491,0,.552,0,6.748,6.012,.368,0,.123,0,0,0,.307,3.497,1.902,1.104,0,.061,.491,2.515,0,9.448,16.135,.061,.184,2.27,0,0,3.252,1.656,5.031,3.252,8.465999999999999,0,4.847,0,.613,0,.061,0,0,0,3.988,0,.92,0,.245,0,.061,0,0,0,3.558,.061,3.742,.061,0,.061,.245,-9.202,3.067,2.577,11.718,.184,"2022a","JINDDG"
180,"Brazil",0,03/10/2010,201010,180110,"Green Party","PV",10,"Marina Silva",318,5,2014,.875,.705,,,19.33,,,1,901,"2022-1",53,1.887,0,0,0,0,0,0,1.887,0,0,0,0,0,3.774,7.547000000000001,0,0,1.887,0,0,1.887,0,5.66,0,0,0,0,0,0,0,0,0,1.887,0,0,0,0,0,0,0,3.774,0,0,0,0,0,1.887,30.189,1.887,5.66,9.434000000000001,0,11.321,0,0,0,0,0,0,0,3.774,0,0,0,0,0,3.774,0,0,0,1.887,0,0,0,0,0,0,-28.302,1.887,0,15.094,1.887,"2022a","TVMLS7"
180,"Brazil",0,03/10/2010,201010,180230,"For Brazil to keep on changing","",20,"Dilma Rouseff",318,5,2014,.875,.705,,,46.91,,,8,901,"2022-1",264,1.136,0,0,.758,1.515,1.136,0,1.515,4.167,.758,.758,0,.758,2.652,7.197,0,0,0,0,0,.758,0,1.515,1.136,6.061,2.273,.379,0,0,0,0,1.515,.379,1.515,0,0,.379,0,0,3.409,7.955,.758,.379,2.273,0,0,4.545,3.788,3.788,3.409,10.985,0,6.818000000000001,0,2.273,0,0,0,0,0,3.788,0,1.515,.379,.379,0,0,0,0,0,3.03,0,1.515,0,.379,0,.379,-13.636,2.652,2.273,14.394,1.515,"2022a","ZFVR8J"
180,"Brazil",0,03/10/2010,201010,180310,"Brazil can do more","",60,"José Serra",318,5,2014,.875,.705,,,32.61,,,8,901,"2022-1",2911,5.256,.034,0,.103,0,.206,0,0,.206,.24,0,0,.275,.584,2.645,0,0,.103,.515,.069,1.408,.206,5.359,1.752,.653,.275,0,0,0,0,.584,2.061,2.645,.8240000000000001,0,.069,.481,3.538,.069,4.191,20.611,.275,.24,.996,0,0,2.061,4.844,3.298,3.779,10.271,.412,5.599,0,.653,0,0,0,.481,.103,4.054,.034,.756,0,.412,0,.378,.034,0,0,1.305,.103,3.263,0,.24,.756,.6870000000000001,-11.302,3.744,1.58,14.05,0,"2022a","USOEWL"
180,"Brazil",0,05/10/2014,201410,180230,"With the strength of the people","",20,"Dilma Rouseff",328,5,2016,.756,.598,,,41.59,,,1,911,"2022-1",581,0,0,0,0,.172,0,0,.344,2.065,.516,.172,0,.516,1.205,4.303,0,0,.516,0,.172,2.065,.172,3.614,.6880000000000001,5.164,.344,0,0,.172,0,.172,4.819,.6880000000000001,.344,0,.344,0,2.582,1.377,7.229,13.081,1.549,.172,1.377,.172,0,2.065,1.549,3.442,9.294,7.573,0,8.09,0,.344,0,.172,0,0,0,3.098,0,.6880000000000001,0,0,0,0,0,0,0,3.787,0,2.238,0,.6880000000000001,.344,.516,-12.048,2.582,1.549,16.867,.344,"2022a","3TJK7H"
180,"Brazil",0,05/10/2014,201410,180240,"United for Brazil","",20,"Marina Silva",328,5,2016,.756,.598,,,21.32,,,1,911,"2022-1",4097,.098,0,0,.024,0,0,0,.024,.317,.244,0,.635,0,1.684,5.077,.073,.049,.098,1.269,.415,1.709,.098,3.93,1.22,2.856,.464,.073,0,0,0,1.757,2.587,.268,.146,.073,.073,1.928,.6830000000000001,.342,.928,7.640000000000001,0,0,1.416,0,.024,5.077,4.198,6.395,8.470000000000001,8.958,.195,8.226000000000001,0,.195,0,.244,0,0,0,4.784,0,1.001,.122,1.855,0,1.22,0,0,0,2.465,.244,2.465,0,0,2.099,3.564,-5.394,.415,3.173,17.427,.024,"2022a","DKNDEV"
180,"Brazil",0,05/10/2014,201410,180310,"Change, Brazil","",60,"Aécio Neves",328,5,2016,.756,.598,,,33.55,,,1,911,"2022-1",885,.113,.113,0,0,0,1.13,0,0,1.13,0,.226,0,.113,.904,3.164,0,0,.5650000000000001,0,0,2.712,0,8.136000000000001,0,.452,.113,.452,0,0,0,2.825,4.294,1.13,.791,0,.113,.5650000000000001,.5650000000000001,0,.5650000000000001,10.169,0,0,2.599,0,0,5.65,2.486,3.39,4.633,10.734,.904,7.684,1.243,.452,0,.113,0,0,0,4.972,0,2.034,1.243,.452,0,0,.113,0,0,2.825,0,3.277,0,.678,2.26,1.921,-5.085,1.921,5.424,15.367,0,"2022a","US4SQZ"
180,"Brazil",0,07/10/2018,201810,180230,"The People happy again","",20,"Fernando Haddad",329,5,2019,.782,.652,,,29.2799175090312,,,1,941,"2022-1",1447,.207,0,0,1.382,0,1.037,0,.484,.898,1.106,0,0,0,2.903,5.114,0,0,1.52,1.175,.276,3.386,.069,1.659,.968,.553,.898,0,0,0,0,.138,1.175,4.63,.553,.138,.207,0,0,2.488,.346,5.46,.76,2.142,.069,0,0,8.984,1.935,5.045,8.5,10.712,.415,6.911,0,0,0,0,.069,0,0,3.594,1.659,.622,.346,.138,0,.207,0,0,0,3.732,0,2.903,0,0,1.52,.968,-26.123,5.943000000000001,.207,19.212,.484,"2022a","AS68MW"
180,"Brazil",0,07/10/2018,201810,180251,"Soverign Brazil","",30,"Ciro Gomes",329,5,2019,.782,.652,,,12.4654625256288,,,1,941,"2022-1",941,0,.425,0,2.232,.213,2.444,.106,.319,.744,.9560000000000001,0,0,0,.319,1.382,0,0,0,0,0,.425,.106,2.869,1.7,.425,0,0,0,0,0,.744,6.164,1.063,1.7,.319,.744,.106,.213,1.7,2.657,6.801,0,.9560000000000001,2.019,0,0,3.082,.85,3.082,10.733,13.177,1.063,10.733,0,.106,0,0,0,0,0,5.526,1.7,.213,0,0,0,.106,0,0,0,6.057,0,1.488,0,0,.213,2.019,-20.298,2.763,2.763,23.911,.425,"2022a","NGWYM3"
180,"Brazil",0,07/10/2018,201810,180310,"To unite Brazil","",60,"Geraldo Alckmin",329,5,2019,.782,.652,,,4.76068598081458,,,1,941,"2022-1",1207,0,0,0,0,0,2.071,0,0,1.16,.58,0,.166,.166,2.486,1.491,.083,.083,0,.331,0,3.894,.497,7.374000000000001,1.574,.083,.994,0,0,0,0,3.977,1.16,.58,0,0,.083,3.065,0,.083,.8290000000000001,11.102,.083,0,4.474,0,0,6.131,1.906,5.8,5.22,7.954,2.9,9.611000000000001,.58,.663,0,0,0,0,0,4.474,.331,.083,0,.083,.663,.414,0,0,0,1.408,0,1.988,0,0,.911,.414,4.474,.663,8.451000000000001,13.173,0,"2022a","GDZIAQ"
180,"Brazil",0,07/10/2018,201810,180620,"Brazil above everything, God above everyone","",70,"Jair Bolsonaro",329,5,2019,.782,.652,,,46.0314481312036,,,1,941,"2022-1",584,0,0,0,0,0,2.397,0,0,.514,.171,0,0,3.767,1.37,1.712,2.226,0,0,1.541,.171,1.37,.514,1.199,5.308,0,.856,.171,0,0,0,14.726,1.027,0,0,0,0,3.425,0,0,2.568,7.705,0,0,8.390000000000001,0,0,.856,0,.171,2.055,4.11,1.712,5.479,2.226,1.37,0,.171,0,2.055,0,13.185,0,.171,0,.171,.171,0,.171,0,0,1.884,1.199,1.541,0,0,0,.171,42.466,0,23.116,6.164,0,"2022a","6CBOG1"
